,Timestamp,S_M_10cm,S_M_45cm,S_M_80cm,Temperature,Humidity,Pressure,Luxes,Battery,Readings,Day,Date,Time
963,946767790,0.0,0.0,0.0,26.85,59.46,98597.90,327.0,6,963, Sun, 00/01/01, 23:03:10 
964,946767883,0.0,0.0,0.0,26.86,59.4,98609.60,328.0,6,964, Sun, 00/01/01, 23:04:43 
965,946767976,0.0,0.0,0.0,26.86,59.42,98601.44,330.0,6,965, Sun, 00/01/01, 23:06:16 
966,946768069,0.0,0.0,0.0,26.87,59.41,98605.80,330.0,6,966, Sun, 00/01/01, 23:07:49 
967,946768162,0.0,0.0,0.0,26.86,59.22,98598.72,332.0,6,967, Sun, 00/01/01, 23:09:22 
968,946768255,0.0,0.0,0.0,26.87,59.3,98602.25,334.0,6,968, Sun, 00/01/01, 23:10:55 
969,946768350,0.0,0.0,0.0,26.87,59.21,98597.64,335.0,6,969, Sun, 00/01/01, 23:12:30 
970,946768443,0.0,0.0,0.0,26.87,59.05,98588.65,336.0,6,970, Sun, 00/01/01, 23:14:03 
971,946768536,0.0,0.0,0.0,26.87,59.06,98596.81,335.0,6,971, Sun, 00/01/01, 23:15:36 
972,946768629,0.0,0.0,0.0,26.87,59.26,98594.10,335.0,6,972, Sun, 00/01/01, 23:17:09 
973,946768722,0.0,0.0,0.0,26.87,59.0,98601.15,337.0,4,973, Sun, 00/01/01, 23:18:42 
974,946768815,0.0,0.0,0.0,26.87,58.92,98598.72,337.0,6,974, Sun, 00/01/01, 23:20:15 
975,946768908,0.0,0.0,0.0,26.87,59.0,98601.15,339.0,6,975, Sun, 00/01/01, 23:21:48 
976,946769001,0.0,0.0,0.0,26.87,58.81,98601.15,339.0,6,976, Sun, 00/01/01, 23:23:21 
977,946769094,0.0,0.0,0.0,26.87,58.91,98596.52,339.0,6,977, Sun, 00/01/01, 23:24:54 
978,946769187,0.0,0.0,0.0,26.87,58.98,98599.25,340.0,6,978, Sun, 00/01/01, 23:26:27 
979,946769280,0.0,0.0,0.0,26.87,58.91,98596.52,341.0,6,979, Sun, 00/01/01, 23:28:00 
980,946769373,0.0,0.0,0.0,26.88,58.85,98590.00,341.0,6,980, Sun, 00/01/01, 23:29:33 
981,946769466,0.0,0.0,0.0,26.88,58.63,98598.15,342.0,6,981, Sun, 00/01/01, 23:31:06 
982,946769559,0.0,0.0,0.0,26.88,58.76,98598.15,342.0,5,982, Sun, 00/01/01, 23:32:39 
983,946769652,0.0,0.0,0.0,26.88,58.91,98590.00,342.0,6,983, Sun, 00/01/01, 23:34:12 
984,946769745,0.0,0.0,0.0,26.89,58.7,98588.89,343.0,6,984, Sun, 00/01/01, 23:35:45 
985,946769838,0.0,0.0,0.0,26.89,59.02,98584.56,344.0,6,985, Sun, 00/01/01, 23:37:18 
986,946769931,0.0,0.0,0.0,26.89,58.68,98582.62,344.0,6,986, Sun, 00/01/01, 23:38:51 
987,946770024,0.0,0.0,0.0,26.89,58.6,98584.26,345.0,6,987, Sun, 00/01/01, 23:40:24 
988,946770117,0.0,0.0,0.0,26.89,58.7,98588.89,347.0,6,988, Sun, 00/01/01, 23:41:57 
989,946770210,0.0,0.0,0.0,26.9,58.56,98588.89,348.0,6,989, Sun, 00/01/01, 23:43:30 
990,946770303,0.0,0.0,0.0,26.89,58.65,98579.65,349.0,6,990, Sun, 00/01/01, 23:45:03 
991,946770396,0.0,0.0,0.0,26.9,58.5,98580.44,350.0,5,991, Sun, 00/01/01, 23:46:36 
992,946770489,0.0,0.0,0.0,26.9,58.54,98580.44,351.0,6,992, Sun, 00/01/01, 23:48:09 
993,946770582,0.0,0.0,0.0,26.93,58.43,98579.65,353.0,6,993, Sun, 00/01/01, 23:49:42 
994,946770675,0.0,0.0,0.0,26.92,58.52,98566.05,352.0,6,994, Sun, 00/01/01, 23:51:15 
995,946770768,0.0,0.0,0.0,26.92,58.38,98575.81,351.0,6,995, Sun, 00/01/01, 23:52:48 
996,946770863,0.0,0.0,0.0,26.94,58.35,98566.58,351.0,6,996, Sun, 00/01/01, 23:54:23 
997,946770956,0.0,0.0,0.0,26.93,58.35,98573.62,350.0,6,997, Sun, 00/01/01, 23:55:56 
998,946771049,0.0,0.0,0.0,26.92,58.12,98572.01,351.0,6,998, Sun, 00/01/01, 23:57:29 
999,946771142,0.0,0.0,0.0,26.93,58.14,98563.85,351.0,6,999, Sun, 00/01/01, 23:59:02 
1000,946771235,0.0,0.0,0.0,26.93,58.18,98568.18,353.0,5,1000, Mon, 00/01/02, 00:00:35 
1001,946771328,0.0,0.0,0.0,26.94,58.38,98563.85,355.0,6,1001, Mon, 00/01/02, 00:02:08 
1002,946771421,0.0,0.0,0.0,26.94,58.38,98560.01,356.0,6,1002, Mon, 00/01/02, 00:03:41 
1003,946771514,0.0,0.0,0.0,26.95,58.29,98563.56,356.0,6,1003, Mon, 00/01/02, 00:05:14 
1004,946771607,0.0,0.0,0.0,26.94,58.3,98559.72,356.0,6,1004, Mon, 00/01/02, 00:06:47 
1005,946771701,0.0,0.0,0.0,26.95,58.17,98568.70,356.0,6,1005, Mon, 00/01/02, 00:08:21 
1006,946771795,0.0,0.0,0.0,26.95,58.04,98563.26,357.0,4,1006, Mon, 00/01/02, 00:09:55 
1007,946771889,0.0,0.0,0.0,26.95,58.09,98565.99,357.0,6,1007, Mon, 00/01/02, 00:11:29 
1008,946771983,0.0,0.0,0.0,26.95,58.14,98555.92,358.0,6,1008, Mon, 00/01/02, 00:13:03 
1009,946772077,0.0,0.0,0.0,26.96,58.12,98554.28,360.0,5,1009, Mon, 00/01/02, 00:14:37 
1010,946772171,0.0,0.0,0.0,26.96,58.24,98552.38,360.0,6,1010, Mon, 00/01/02, 00:16:11 
1011,946772265,0.0,0.0,0.0,26.96,58.17,98545.86,359.0,6,1011, Mon, 00/01/02, 00:17:45 
1012,946772359,0.0,0.0,0.0,26.95,58.15,98546.64,359.0,6,1012, Mon, 00/01/02, 00:19:19 
1013,946772453,0.0,0.0,0.0,26.95,58.19,98544.22,359.0,6,1013, Mon, 00/01/02, 00:20:53 
1014,946772547,0.0,0.0,0.0,26.96,58.1,98536.88,358.0,6,1014, Mon, 00/01/02, 00:22:27 
1015,946772641,0.0,0.0,0.0,26.96,58.08,98542.01,358.0,6,1015, Mon, 00/01/02, 00:24:01 
1016,946772735,0.0,0.0,0.0,26.96,58.09,98536.88,358.0,6,1016, Mon, 00/01/02, 00:25:35 
1017,946772829,0.0,0.0,0.0,26.96,57.91,98534.98,359.0,6,1017, Mon, 00/01/02, 00:27:09 
1018,946772923,0.0,0.0,0.0,26.97,58.07,98531.14,360.0,6,1018, Mon, 00/01/02, 00:28:43 
1019,946773017,0.0,0.0,0.0,26.97,57.9,98530.06,360.0,6,1019, Mon, 00/01/02, 00:30:17 
1020,946773111,0.0,0.0,0.0,26.98,58.04,98527.35,360.0,4,1020, Mon, 00/01/02, 00:31:51 
1021,946773205,0.0,0.0,0.0,27.0,58.18,98521.89,361.0,6,1021, Mon, 00/01/02, 00:33:25 
1022,946773299,0.0,0.0,0.0,27.0,58.01,98523.50,362.0,5,1022, Mon, 00/01/02, 00:34:59 
1023,946773393,0.0,0.0,0.0,27.01,58.09,98520.78,362.0,6,1023, Mon, 00/01/02, 00:36:33 
1024,946773487,0.0,0.0,0.0,27.01,58.18,98511.80,364.0,6,1024, Mon, 00/01/02, 00:38:07 
1025,946773581,0.0,0.0,0.0,27.01,57.91,98516.98,365.0,6,1025, Mon, 00/01/02, 00:39:41 
1026,946773676,0.0,0.0,0.0,27.01,58.05,98509.60,366.0,6,1026, Mon, 00/01/02, 00:41:16 
1027,946773770,0.0,0.0,0.0,27.02,58.04,98517.76,368.0,3,1027, Mon, 00/01/02, 00:42:50 
1028,946773864,0.0,0.0,0.0,27.02,57.96,98510.12,369.0,6,1028, Mon, 00/01/02, 00:44:24 
1029,946773958,0.0,0.0,0.0,27.03,58.0,98507.40,370.0,6,1029, Mon, 00/01/02, 00:45:58 
1030,946774052,0.0,0.0,0.0,27.04,57.88,98512.06,369.0,3,1030, Mon, 00/01/02, 00:47:32 
1031,946774146,0.0,0.0,0.0,27.04,57.97,98504.42,367.0,6,1031, Mon, 00/01/02, 00:49:06 
1032,946774240,0.0,0.0,0.0,27.04,57.79,98500.58,367.0,6,1032, Mon, 00/01/02, 00:50:40 
1033,946774334,0.0,0.0,0.0,27.05,57.99,98495.98,368.0,6,1033, Mon, 00/01/02, 00:52:14 
1034,946774428,0.0,0.0,0.0,27.06,57.94,98489.70,370.0,6,1034, Mon, 00/01/02, 00:53:48 
1035,946774522,0.0,0.0,0.0,27.07,57.68,98485.08,371.0,4,1035, Mon, 00/01/02, 00:55:22 
1036,946774616,0.0,0.0,0.0,27.07,57.94,98486.72,372.0,6,1036, Mon, 00/01/02, 00:56:56 
1037,946774710,0.0,0.0,0.0,27.07,57.55,98478.55,373.0,6,1037, Mon, 00/01/02, 00:58:30 
1038,946774804,0.0,0.0,0.0,27.09,57.91,98482.88,376.0,4,1038, Mon, 00/01/02, 01:00:04 
1039,946774898,0.0,0.0,0.0,27.09,57.98,98478.25,379.0,6,1039, Mon, 00/01/02, 01:01:38 
1040,946774992,0.0,0.0,0.0,27.09,58.13,98478.25,380.0,6,1040, Mon, 00/01/02, 01:03:12 
1041,946775086,0.0,0.0,0.0,27.1,57.72,98468.19,382.0,6,1041, Mon, 00/01/02, 01:04:46 
1042,946775180,0.0,0.0,0.0,27.1,57.69,98468.98,382.0,6,1042, Mon, 00/01/02, 01:06:20 
1043,946775274,0.0,0.0,0.0,27.11,57.92,98470.61,380.0,5,1043, Mon, 00/01/02, 01:07:54 
1044,946775368,0.0,0.0,0.0,27.11,57.91,98457.00,378.0,6,1044, Mon, 00/01/02, 01:09:28 
1045,946775495,0.0,0.0,0.0,27.12,57.75,98457.00,374.0,6,1045, Mon, 00/01/02, 01:11:35 
1046,946775616,0.0,0.0,0.0,27.12,57.64,98457.82,374.0,6,1046, Mon, 00/01/02, 01:13:36 
1047,946775710,0.0,0.0,0.0,27.12,57.59,98450.44,375.0,6,1047, Mon, 00/01/02, 01:15:10 
1048,946775804,0.0,0.0,0.0,27.13,57.79,98447.45,378.0,5,1048, Mon, 00/01/02, 01:16:44 
1049,946775898,0.0,0.0,0.0,27.13,57.83,98441.19,381.0,5,1049, Mon, 00/01/02, 01:18:18 
1050,946775992,0.0,0.0,0.0,27.13,57.79,98443.62,384.0,5,1050, Mon, 00/01/02, 01:19:52 
1051,946776086,0.0,0.0,0.0,27.14,57.67,98439.00,387.0,5,1051, Mon, 00/01/02, 01:21:26 
1052,946776180,0.0,0.0,0.0,27.14,57.46,98431.92,391.0,6,1052, Mon, 00/01/02, 01:23:00 
1053,946776276,0.0,0.0,0.0,27.14,57.54,98428.11,397.0,3,1053, Mon, 00/01/02, 01:24:36 
1054,946776370,0.0,0.0,0.0,27.15,57.51,98426.20,401.0,5,1054, Mon, 00/01/02, 01:26:10 
1055,946776464,0.0,0.0,0.0,27.17,57.59,98425.90,402.0,5,1055, Mon, 00/01/02, 01:27:44 
1056,946776558,0.0,0.0,0.0,27.17,57.44,98422.38,397.0,5,1056, Mon, 00/01/02, 01:29:18 
1057,946776652,0.0,0.0,0.0,27.17,57.33,98425.90,396.0,5,1057, Mon, 00/01/02, 01:30:52 
1058,946776746,0.0,0.0,0.0,27.18,57.22,98413.90,398.0,5,1058, Mon, 00/01/02, 01:32:26 
1059,946776840,0.0,0.0,0.0,27.18,57.46,98408.48,400.0,5,1059, Mon, 00/01/02, 01:34:00 
1060,946776934,0.0,0.0,0.0,27.17,57.53,98405.75,403.0,3,1060, Mon, 00/01/02, 01:35:34 
1061,946777028,0.0,0.0,0.0,27.19,57.31,98407.38,406.0,5,1061, Mon, 00/01/02, 01:37:08 
1062,946777122,0.0,0.0,0.0,27.19,57.33,98402.45,408.0,5,1062, Mon, 00/01/02, 01:38:42 
1063,946777217,0.0,0.0,0.0,27.2,57.54,98395.38,413.0,3,1063, Mon, 00/01/02, 01:40:17 
1064,946777312,0.0,0.0,0.0,27.2,57.34,98398.10,419.0,5,1064, Mon, 00/01/02, 01:41:52 
1065,946777407,0.0,0.0,0.0,27.2,57.25,98387.22,424.0,5,1065, Mon, 00/01/02, 01:43:27 
1066,946777502,0.0,0.0,0.0,27.2,57.25,98388.85,425.0,5,1066, Mon, 00/01/02, 01:45:02 
1067,946777597,0.0,0.0,0.0,27.2,57.17,98388.85,426.0,5,1067, Mon, 00/01/02, 01:46:37 
1068,946777692,0.0,0.0,0.0,27.21,57.12,98387.72,426.0,5,1068, Mon, 00/01/02, 01:48:12 
1069,946777787,0.0,0.0,0.0,27.22,57.1,98380.38,420.0,5,1069, Mon, 00/01/02, 01:49:47 
1070,946777882,0.0,0.0,0.0,27.22,57.1,98381.20,411.0,5,1070, Mon, 00/01/02, 01:51:22 
1071,946777977,0.0,0.0,0.0,27.22,57.47,98378.49,409.0,5,1071, Mon, 00/01/02, 01:52:57 
1072,946778072,0.0,0.0,0.0,27.23,57.03,98383.62,403.0,5,1072, Mon, 00/01/02, 01:54:32 
1073,946778167,0.0,0.0,0.0,27.22,57.04,98377.36,398.0,5,1073, Mon, 00/01/02, 01:56:07 
1074,946778262,0.0,0.0,0.0,27.23,57.33,98380.08,396.0,5,1074, Mon, 00/01/02, 01:57:42 
1075,946778357,0.0,0.0,0.0,27.25,57.02,98373.55,389.0,5,1075, Mon, 00/01/02, 01:59:17 
1076,946778452,0.0,0.0,0.0,27.26,57.01,98368.92,385.0,5,1076, Mon, 00/01/02, 02:00:52 
1077,946778547,0.0,0.0,0.0,27.27,56.96,98368.62,372.0,5,1077, Mon, 00/01/02, 02:02:27 
1078,946778642,0.0,0.0,0.0,27.26,57.02,98370.52,371.0,5,1078, Mon, 00/01/02, 02:04:02 
1079,946778737,0.0,0.0,0.0,27.27,57.08,98358.82,378.0,5,1079, Mon, 00/01/02, 02:05:37 
1080,946778833,0.0,0.0,0.0,27.27,57.11,98358.82,382.0,5,1080, Mon, 00/01/02, 02:07:13 
1081,946778928,0.0,0.0,0.0,27.28,57.23,98353.38,385.0,5,1081, Mon, 00/01/02, 02:08:48 
1082,946779023,0.0,0.0,0.0,27.28,56.96,98360.45,389.0,5,1082, Mon, 00/01/02, 02:10:23 
1083,946779118,0.0,0.0,0.0,27.27,57.28,98353.11,390.0,5,1083, Mon, 00/01/02, 02:11:58 
1084,946779213,0.0,0.0,0.0,27.29,56.72,98359.35,390.0,5,1084, Mon, 00/01/02, 02:13:33 
1085,946779308,0.0,0.0,0.0,27.28,57.02,98349.58,389.0,5,1085, Mon, 00/01/02, 02:15:08 
1086,946779403,0.0,0.0,0.0,27.28,57.0,98350.10,386.0,5,1086, Mon, 00/01/02, 02:16:43 
1087,946779498,0.0,0.0,0.0,27.28,56.91,98348.45,383.0,5,1087, Mon, 00/01/02, 02:18:18 
1088,946779593,0.0,0.0,0.0,27.28,56.91,98341.11,379.0,5,1088, Mon, 00/01/02, 02:19:53 
1089,946779688,0.0,0.0,0.0,27.28,56.89,98330.22,376.0,3,1089, Mon, 00/01/02, 02:21:28 
1090,946779783,0.0,0.0,0.0,27.29,56.79,98335.65,377.0,5,1090, Mon, 00/01/02, 02:23:03 
1091,946779878,0.0,0.0,0.0,27.29,56.93,98337.30,380.0,5,1091, Mon, 00/01/02, 02:24:38 
1092,946779973,0.0,0.0,0.0,27.29,56.93,98327.19,383.0,5,1092, Mon, 00/01/02, 02:26:13 
1093,946780068,0.0,0.0,0.0,27.29,56.88,98324.78,384.0,3,1093, Mon, 00/01/02, 02:27:48 
1094,946780163,0.0,0.0,0.0,27.29,56.83,98325.60,384.0,5,1094, Mon, 00/01/02, 02:29:23 
1095,946780258,0.0,0.0,0.0,27.29,56.95,98320.15,379.0,5,1095, Mon, 00/01/02, 02:30:58 
1096,946780353,0.0,0.0,0.0,27.29,56.87,98310.88,377.0,3,1096, Mon, 00/01/02, 02:32:33 
1097,946780448,0.0,0.0,0.0,27.29,56.81,98321.75,383.0,5,1097, Mon, 00/01/02, 02:34:08 
1098,946780543,0.0,0.0,0.0,27.3,56.81,98308.14,384.0,5,1098, Mon, 00/01/02, 02:35:43 
1099,946780638,0.0,0.0,0.0,27.29,56.82,98304.64,383.0,5,1099, Mon, 00/01/02, 02:37:18 
1100,946780733,0.0,0.0,0.0,27.29,56.75,98299.97,383.0,5,1100, Mon, 00/01/02, 02:38:53 
1101,946780829,0.0,0.0,0.0,27.29,56.81,98299.97,382.0,5,1101, Mon, 00/01/02, 02:40:29 
1102,946780924,0.0,0.0,0.0,27.29,56.81,98298.07,381.0,5,1102, Mon, 00/01/02, 02:42:04 
1103,946781019,0.0,0.0,0.0,27.3,56.78,98300.80,384.0,5,1103, Mon, 00/01/02, 02:43:39 
1104,946781114,0.0,0.0,0.0,27.3,56.79,98294.26,384.0,5,1104, Mon, 00/01/02, 02:45:14 
1105,946781209,0.0,0.0,0.0,27.3,56.89,98295.35,384.0,5,1105, Mon, 00/01/02, 02:46:49 
1106,946781304,0.0,0.0,0.0,27.3,56.77,98290.72,381.0,3,1106, Mon, 00/01/02, 02:48:24 
1107,946781399,0.0,0.0,0.0,27.3,56.97,98286.09,380.0,5,1107, Mon, 00/01/02, 02:49:59 
1108,946781494,0.0,0.0,0.0,27.3,56.85,98285.28,378.0,5,1108, Mon, 00/01/02, 02:51:34 
1109,946781589,0.0,0.0,0.0,27.3,56.77,98281.47,378.0,5,1109, Mon, 00/01/02, 02:53:09 
1110,946781684,0.0,0.0,0.0,27.31,56.77,98281.47,379.0,5,1110, Mon, 00/01/02, 02:54:44 
1111,946781779,0.0,0.0,0.0,27.3,56.81,98274.39,380.0,5,1111, Mon, 00/01/02, 02:56:19 
1112,946781874,0.0,0.0,0.0,27.31,56.7,98273.30,380.0,5,1112, Mon, 00/01/02, 02:57:54 
1113,946781969,0.0,0.0,0.0,27.31,56.69,98270.57,377.0,5,1113, Mon, 00/01/02, 02:59:29 
1114,946782064,0.0,0.0,0.0,27.31,56.68,98270.57,373.0,5,1114, Mon, 00/01/02, 03:01:04 
1115,946782159,0.0,0.0,0.0,27.31,56.56,98276.03,367.0,5,1115, Mon, 00/01/02, 03:02:39 
1116,946782255,0.0,0.0,0.0,27.31,56.81,98270.57,363.0,2,1116, Mon, 00/01/02, 03:04:15 
1117,946782350,0.0,0.0,0.0,27.31,56.72,98263.50,367.0,5,1117, Mon, 00/01/02, 03:05:50 
1118,946782445,0.0,0.0,0.0,27.32,56.7,98265.14,369.0,5,1118, Mon, 00/01/02, 03:07:25 
1119,946782540,0.0,0.0,0.0,27.31,56.84,98259.69,370.0,5,1119, Mon, 00/01/02, 03:09:00 
1120,946782635,0.0,0.0,0.0,27.32,56.73,98269.76,372.0,5,1120, Mon, 00/01/02, 03:10:35 
1121,946782730,0.0,0.0,0.0,27.32,56.63,98258.57,373.0,5,1121, Mon, 00/01/02, 03:12:10 
1122,946782825,0.0,0.0,0.0,27.31,56.66,98255.04,370.0,5,1122, Mon, 00/01/02, 03:13:45 
1123,946782920,0.0,0.0,0.0,27.32,56.67,98255.04,364.0,5,1123, Mon, 00/01/02, 03:15:20 
1124,946783015,0.0,0.0,0.0,27.32,56.74,98260.49,361.0,5,1124, Mon, 00/01/02, 03:16:55 
1125,946783111,0.0,0.0,0.0,27.32,56.63,98250.40,359.0,5,1125, Mon, 00/01/02, 03:18:31 
1126,946783207,0.0,0.0,0.0,27.32,56.65,98254.25,359.0,5,1126, Mon, 00/01/02, 03:20:07 
1127,946783303,0.0,0.0,0.0,27.3,56.64,98255.34,357.0,5,1127, Mon, 00/01/02, 03:21:43 
1128,946783399,0.0,0.0,0.0,27.31,56.9,98249.90,350.0,5,1128, Mon, 00/01/02, 03:23:19 
1129,946783495,0.0,0.0,0.0,27.31,56.68,98249.59,345.0,5,1129, Mon, 00/01/02, 03:24:55 
1130,946783592,0.0,0.0,0.0,27.31,56.65,98242.55,342.0,5,1130, Mon, 00/01/02, 03:26:32 
1131,946783688,0.0,0.0,0.0,27.3,56.68,98243.37,340.0,5,1131, Mon, 00/01/02, 03:28:08 
1132,946783784,0.0,0.0,0.0,27.3,56.64,98240.64,337.0,5,1132, Mon, 00/01/02, 03:29:44 
1133,946783880,0.0,0.0,0.0,27.31,56.63,98242.55,336.0,5,1133, Mon, 00/01/02, 03:31:20 
1134,946783976,0.0,0.0,0.0,27.3,56.52,98242.82,335.0,3,1134, Mon, 00/01/02, 03:32:56 
1135,946784072,0.0,0.0,0.0,27.3,56.66,98240.92,333.0,5,1135, Mon, 00/01/02, 03:34:32 
1136,946784168,0.0,0.0,0.0,27.3,56.65,98243.64,332.0,5,1136, Mon, 00/01/02, 03:36:08 
1137,946784264,0.0,0.0,0.0,27.3,56.62,98236.30,331.0,5,1137, Mon, 00/01/02, 03:37:44 
1138,946784360,0.0,0.0,0.0,27.31,56.61,98243.37,331.0,5,1138, Mon, 00/01/02, 03:39:20 
1139,946784456,0.0,0.0,0.0,27.3,56.39,98237.92,330.0,5,1139, Mon, 00/01/02, 03:40:56 
1140,946784552,0.0,0.0,0.0,27.31,56.49,98242.55,327.0,5,1140, Mon, 00/01/02, 03:42:32 
1141,946784648,0.0,0.0,0.0,27.31,56.63,98235.47,323.0,5,1141, Mon, 00/01/02, 03:44:08 
1142,946784744,0.0,0.0,0.0,27.3,56.61,98237.92,320.0,3,1142, Mon, 00/01/02, 03:45:44 
1143,946784840,0.0,0.0,0.0,27.3,56.6,98230.84,319.0,3,1143, Mon, 00/01/02, 03:47:20 
1144,946784936,0.0,0.0,0.0,27.29,56.6,98232.75,316.0,5,1144, Mon, 00/01/02, 03:48:56 
1145,946785034,0.0,0.0,0.0,27.29,56.58,98234.65,312.0,5,1145, Mon, 00/01/02, 03:50:34 
1146,946785130,0.0,0.0,0.0,27.3,56.57,98235.47,314.0,5,1146, Mon, 00/01/02, 03:52:10 
1147,946785235,0.0,0.0,0.0,27.29,56.6,98235.47,315.0,5,1147, Mon, 00/01/02, 03:53:55 
1148,946785339,0.0,0.0,0.0,27.29,56.6,98228.43,314.0,5,1148, Mon, 00/01/02, 03:55:39 
1149,946785443,0.0,0.0,0.0,27.29,56.58,98231.94,312.0,5,1149, Mon, 00/01/02, 03:57:23 
1150,946785548,0.0,0.0,0.0,27.29,56.56,98231.15,310.0,5,1150, Mon, 00/01/02, 03:59:08 
1151,946785652,0.0,0.0,0.0,27.29,56.58,98218.32,306.0,5,1151, Mon, 00/01/02, 04:00:52 
1152,946785778,0.0,0.0,0.0,27.29,56.56,98222.99,304.0,5,1152, Mon, 00/01/02, 04:02:58 
1153,946785874,0.0,0.0,0.0,27.29,56.55,98222.17,302.0,5,1153, Mon, 00/01/02, 04:04:34 
1154,946785970,0.0,0.0,0.0,27.29,56.75,98220.54,298.0,5,1154, Mon, 00/01/02, 04:06:10 
1155,946786066,0.0,0.0,0.0,27.28,56.56,98218.63,296.0,2,1155, Mon, 00/01/02, 04:07:46 
1156,946786162,0.0,0.0,0.0,27.29,56.76,98220.54,292.0,5,1156, Mon, 00/01/02, 04:09:22 
1157,946786258,0.0,0.0,0.0,27.28,56.76,98218.63,291.0,5,1157, Mon, 00/01/02, 04:10:58 
1158,946786354,0.0,0.0,0.0,27.28,56.6,98215.09,291.0,5,1158, Mon, 00/01/02, 04:12:34 
1159,946786452,0.0,0.0,0.0,27.28,56.4,98209.65,288.0,3,1159, Mon, 00/01/02, 04:14:12 
1160,946786548,0.0,0.0,0.0,27.27,56.78,98212.37,287.0,5,1160, Mon, 00/01/02, 04:15:48 
1161,946786644,0.0,0.0,0.0,27.27,56.59,98214.31,286.0,4,1161, Mon, 00/01/02, 04:17:24 
1162,946786740,0.0,0.0,0.0,27.27,56.59,98207.24,284.0,4,1162, Mon, 00/01/02, 04:19:00 
1163,946786836,0.0,0.0,0.0,27.28,56.38,98205.32,282.0,4,1163, Mon, 00/01/02, 04:20:36 
1164,946786932,0.0,0.0,0.0,27.27,56.59,98209.95,280.0,4,1164, Mon, 00/01/02, 04:22:12 
1165,946787028,0.0,0.0,0.0,27.26,56.59,98204.51,276.0,1,1165, Mon, 00/01/02, 04:23:48 
1166,946787124,0.0,0.0,0.0,27.26,56.57,98201.80,274.0,4,1166, Mon, 00/01/02, 04:25:24 
1167,946787220,0.0,0.0,0.0,27.26,56.62,98200.19,271.0,4,1167, Mon, 00/01/02, 04:27:00 
1168,946787316,0.0,0.0,0.0,27.26,56.6,98205.64,269.0,4,1168, Mon, 00/01/02, 04:28:36 
1169,946787412,0.0,0.0,0.0,27.26,56.57,98196.65,267.0,4,1169, Mon, 00/01/02, 04:30:12 
1170,946787508,0.0,0.0,0.0,27.25,56.54,98202.10,264.0,4,1170, Mon, 00/01/02, 04:31:48 
1171,946787604,0.0,0.0,0.0,27.26,56.57,98202.10,261.0,1,1171, Mon, 00/01/02, 04:33:24 
1172,946787700,0.0,0.0,0.0,27.25,56.57,98198.25,257.0,4,1172, Mon, 00/01/02, 04:35:00 
1173,946787796,0.0,0.0,0.0,27.25,56.6,98196.65,254.0,4,1173, Mon, 00/01/02, 04:36:36 
1174,946787894,0.0,0.0,0.0,27.25,56.58,98199.37,250.0,4,1174, Mon, 00/01/02, 04:38:14 
1175,946787990,0.0,0.0,0.0,27.25,56.6,98196.65,246.0,4,1175, Mon, 00/01/02, 04:39:50 
1176,946788086,0.0,0.0,0.0,27.23,56.61,98202.91,244.0,4,1176, Mon, 00/01/02, 04:41:26 
1177,946788182,0.0,0.0,0.0,27.26,56.77,98204.00,242.0,4,1177, Mon, 00/01/02, 04:43:02 
1178,946788278,0.0,0.0,0.0,27.25,56.67,98204.82,239.0,2,1178, Mon, 00/01/02, 04:44:38 
1179,946788374,0.0,0.0,0.0,27.23,56.59,98190.39,236.0,4,1179, Mon, 00/01/02, 04:46:14 
1180,946788471,0.0,0.0,0.0,27.22,56.58,98196.96,234.0,4,1180, Mon, 00/01/02, 04:47:51 
1181,946788568,0.0,0.0,0.0,27.23,56.45,98197.75,230.0,4,1181, Mon, 00/01/02, 04:49:28 
1182,946788665,0.0,0.0,0.0,27.23,56.58,98195.32,229.0,4,1182, Mon, 00/01/02, 04:51:05 
1183,946788762,0.0,0.0,0.0,27.23,56.54,98191.51,226.0,4,1183, Mon, 00/01/02, 04:52:42 
1184,946788859,0.0,0.0,0.0,27.23,56.56,98190.70,225.0,4,1184, Mon, 00/01/02, 04:54:19 
1185,946788956,0.0,0.0,0.0,27.22,56.56,98198.87,223.0,4,1185, Mon, 00/01/02, 04:55:56 
1186,946789053,0.0,0.0,0.0,27.22,56.59,98196.96,221.0,4,1186, Mon, 00/01/02, 04:57:33 
1187,946789150,0.0,0.0,0.0,27.21,56.55,98198.05,219.0,4,1187, Mon, 00/01/02, 04:59:10 
1188,946789248,0.0,0.0,0.0,27.2,56.78,98195.32,218.0,4,1188, Mon, 00/01/02, 05:00:48 
1189,946789345,0.0,0.0,0.0,27.21,56.55,98193.74,215.0,4,1189, Mon, 00/01/02, 05:02:25 
1190,946789442,0.0,0.0,0.0,27.21,56.56,98198.05,213.0,4,1190, Mon, 00/01/02, 05:04:02 
1191,946789539,0.0,0.0,0.0,27.2,56.54,98199.17,211.0,4,1191, Mon, 00/01/02, 05:05:39 
1192,946789636,0.0,0.0,0.0,27.21,56.47,98199.95,207.0,4,1192, Mon, 00/01/02, 05:07:16 
1193,946789733,0.0,0.0,0.0,27.2,56.55,98196.45,204.0,3,1193, Mon, 00/01/02, 05:08:53 
1194,946789830,0.0,0.0,0.0,27.2,56.54,98192.90,200.0,3,1194, Mon, 00/01/02, 05:10:30 
1195,946789927,0.0,0.0,0.0,27.2,56.49,98191.28,197.0,3,1195, Mon, 00/01/02, 05:12:07 
